assay	cell_id	distil_id	id	pert_dose	pert_dose_unit	pert_id	pert_idose	pert_iname	pert_itime	pert_time	pert_time_unit	pert_type	sig_id
758	GO_screen	A375	0	Sample_029_P1_C05_.GOScreen._E09.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Fulvestrant	0	0	0	0	Sample_029_P1_C05_.GOScreen._E09.sst.rma.gene.full.vs.chp.Signal
759	GO_screen	A375	0	Sample_041_P1_D05_.GOScreen._G09.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Fulvestrant	0	0	0	0	Sample_041_P1_D05_.GOScreen._G09.sst.rma.gene.full.vs.chp.Signal
760	GO_screen	A375	0	Sample_053_P1_E05_.GOScreen._I09.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Fulvestrant	0	0	0	0	Sample_053_P1_E05_.GOScreen._I09.sst.rma.gene.full.vs.chp.Signal
761	GO_screen	A375	0	Sample_065_P1_F05_.GOScreen._K09.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Fulvestrant	0	0	0	0	Sample_065_P1_F05_.GOScreen._K09.sst.rma.gene.full.vs.chp.Signal
762	GO_screen	A375	0	Sample_006_P1_A06_.GOScreen._A11.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Mocetinostat	0	0	0	0	Sample_006_P1_A06_.GOScreen._A11.sst.rma.gene.full.vs.chp.Signal
763	GO_screen	A375	0	Sample_018_P1_B06_.GOScreen._C11.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Mocetinostat	0	0	0	0	Sample_018_P1_B06_.GOScreen._C11.sst.rma.gene.full.vs.chp.Signal
764	GO_screen	A375	0	Sample_030_P1_C06_.GOScreen._E11.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Mocetinostat	0	0	0	0	Sample_030_P1_C06_.GOScreen._E11.sst.rma.gene.full.vs.chp.Signal
765	GO_screen	A375	0	Sample_042_P1_D06_.GOScreen._G11.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Mocetinostat	0	0	0	0	Sample_042_P1_D06_.GOScreen._G11.sst.rma.gene.full.vs.chp.Signal
766	GO_screen	A375	0	Sample_054_P1_E06_.GOScreen._I11.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Mocetinostat	0	0	0	0	Sample_054_P1_E06_.GOScreen._I11.sst.rma.gene.full.vs.chp.Signal
767	GO_screen	A375	0	Sample_066_P1_F06_.GOScreen._K11.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Mocetinostat	0	0	0	0	Sample_066_P1_F06_.GOScreen._K11.sst.rma.gene.full.vs.chp.Signal
768	GO_screen	A375	0	Sample_010_P1_A10_.GOScreen._A19.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Pimasertib	0	0	0	0	Sample_010_P1_A10_.GOScreen._A19.sst.rma.gene.full.vs.chp.Signal
769	GO_screen	A375	0	Sample_022_P1_B10_.GOScreen._C19.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Pimasertib	0	0	0	0	Sample_022_P1_B10_.GOScreen._C19.sst.rma.gene.full.vs.chp.Signal
770	GO_screen	A375	0	Sample_034_P1_C10_.GOScreen._E19.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Pimasertib	0	0	0	0	Sample_034_P1_C10_.GOScreen._E19.sst.rma.gene.full.vs.chp.Signal
771	GO_screen	A375	0	Sample_046_P1_D10_.GOScreen._G19.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Pimasertib	0	0	0	0	Sample_046_P1_D10_.GOScreen._G19.sst.rma.gene.full.vs.chp.Signal
772	GO_screen	A375	0	Sample_058_P1_E10_.GOScreen._I19.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Pimasertib	0	0	0	0	Sample_058_P1_E10_.GOScreen._I19.sst.rma.gene.full.vs.chp.Signal
773	GO_screen	A375	0	Sample_070_P1_F10_.GOScreen._K19.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Pimasertib	0	0	0	0	Sample_070_P1_F10_.GOScreen._K19.sst.rma.gene.full.vs.chp.Signal
774	GO_screen	A375	0	Sample_002_P1_A02_.GOScreen._A03.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Rapamycin	0	0	0	0	Sample_002_P1_A02_.GOScreen._A03.sst.rma.gene.full.vs.chp.Signal
775	GO_screen	A375	0	Sample_014_P1_B02_.GOScreen._C03.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Rapamycin	0	0	0	0	Sample_014_P1_B02_.GOScreen._C03.sst.rma.gene.full.vs.chp.Signal
776	GO_screen	A375	0	Sample_026_P1_C02_.GOScreen._E03.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Rapamycin	0	0	0	0	Sample_026_P1_C02_.GOScreen._E03.sst.rma.gene.full.vs.chp.Signal
777	GO_screen	A375	0	Sample_038_P1_D02_.GOScreen._G03.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Rapamycin	0	0	0	0	Sample_038_P1_D02_.GOScreen._G03.sst.rma.gene.full.vs.chp.Signal
778	GO_screen	A375	0	Sample_050_P1_E02_.GOScreen._I03.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Rapamycin	0	0	0	0	Sample_050_P1_E02_.GOScreen._I03.sst.rma.gene.full.vs.chp.Signal
779	GO_screen	A375	0	Sample_062_P1_F02_.GOScreen._K03.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Rapamycin	0	0	0	0	Sample_062_P1_F02_.GOScreen._K03.sst.rma.gene.full.vs.chp.Signal
780	GO_screen	A375	0	Sample_007_P1_A07_.GOScreen._A13.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Tanespimycin	0	0	0	0	Sample_007_P1_A07_.GOScreen._A13.sst.rma.gene.full.vs.chp.Signal
781	GO_screen	A375	0	Sample_019_P1_B07_.GOScreen._C13.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Tanespimycin	0	0	0	0	Sample_019_P1_B07_.GOScreen._C13.sst.rma.gene.full.vs.chp.Signal
782	GO_screen	A375	0	Sample_031_P1_C07_.GOScreen._E13.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Tanespimycin	0	0	0	0	Sample_031_P1_C07_.GOScreen._E13.sst.rma.gene.full.vs.chp.Signal
783	GO_screen	A375	0	Sample_043_P1_D07_.GOScreen._G13.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Tanespimycin	0	0	0	0	Sample_043_P1_D07_.GOScreen._G13.sst.rma.gene.full.vs.chp.Signal
784	GO_screen	A375	0	Sample_055_P1_E07_.GOScreen._I13.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Tanespimycin	0	0	0	0	Sample_055_P1_E07_.GOScreen._I13.sst.rma.gene.full.vs.chp.Signal
785	GO_screen	A375	0	Sample_067_P1_F07_.GOScreen._K13.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Tanespimycin	0	0	0	0	Sample_067_P1_F07_.GOScreen._K13.sst.rma.gene.full.vs.chp.Signal
786	GO_screen	A549	0	Sample_081_P1_G09_.GOScreen._M17.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	AT-7519	0	0	0	0	Sample_081_P1_G09_.GOScreen._M17.sst.rma.gene.full.vs.chp.Signal
787	GO_screen	A549	0	Sample_092_P1_H09_.GOScreen._O17.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	AT-7519	0	0	0	0	Sample_092_P1_H09_.GOScreen._O17.sst.rma.gene.full.vs.chp.Signal
788	GO_screen	A549	0	Sample_103_P2_A09_.GOScreen._A18.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	AT-7519	0	0	0	0	Sample_103_P2_A09_.GOScreen._A18.sst.rma.gene.full.vs.chp.Signal
789	GO_screen	A549	0	Sample_115_P2_B09_.GOScreen._C18.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	AT-7519	0	0	0	0	Sample_115_P2_B09_.GOScreen._C18.sst.rma.gene.full.vs.chp.Signal
790	GO_screen	A549	0	Sample_127_P2_C09_.GOScreen._E18.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	AT-7519	0	0	0	0	Sample_127_P2_C09_.GOScreen._E18.sst.rma.gene.full.vs.chp.Signal
791	GO_screen	A549	0	Sample_139_P2_D09_.GOScreen._G18.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	AT-7519	0	0	0	0	Sample_139_P2_D09_.GOScreen._G18.sst.rma.gene.full.vs.chp.Signal
792	GO_screen	A549	0	Sample_080_P1_G08_.GOScreen._M15.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Delanzomib	0	0	0	0	Sample_080_P1_G08_.GOScreen._M15.sst.rma.gene.full.vs.chp.Signal
793	GO_screen	A549	0	Sample_091_P1_H08_.GOScreen._O15.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Delanzomib	0	0	0	0	Sample_091_P1_H08_.GOScreen._O15.sst.rma.gene.full.vs.chp.Signal
794	GO_screen	A549	0	Sample_102_P2_A08_.GOScreen._A16.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Delanzomib	0	0	0	0	Sample_102_P2_A08_.GOScreen._A16.sst.rma.gene.full.vs.chp.Signal
795	GO_screen	A549	0	Sample_114_P2_B08_.GOScreen._C16.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Delanzomib	0	0	0	0	Sample_114_P2_B08_.GOScreen._C16.sst.rma.gene.full.vs.chp.Signal
796	GO_screen	A549	0	Sample_126_P2_C08_.GOScreen._E16.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Delanzomib	0	0	0	0	Sample_126_P2_C08_.GOScreen._E16.sst.rma.gene.full.vs.chp.Signal
797	GO_screen	A549	0	Sample_138_P2_D08_.GOScreen._G16.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Delanzomib	0	0	0	0	Sample_138_P2_D08_.GOScreen._G16.sst.rma.gene.full.vs.chp.Signal
798	GO_screen	A549	0	Sample_077_P1_G05_.GOScreen._M09.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Fulvestrant	0	0	0	0	Sample_077_P1_G05_.GOScreen._M09.sst.rma.gene.full.vs.chp.Signal
799	GO_screen	A549	0	Sample_088_P1_H05_.GOScreen._O09.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Fulvestrant	0	0	0	0	Sample_088_P1_H05_.GOScreen._O09.sst.rma.gene.full.vs.chp.Signal
800	GO_screen	A549	0	Sample_099_P2_A05_.GOScreen._A10.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Fulvestrant	0	0	0	0	Sample_099_P2_A05_.GOScreen._A10.sst.rma.gene.full.vs.chp.Signal
801	GO_screen	A549	0	Sample_111_P2_B05_.GOScreen._C10.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Fulvestrant	0	0	0	0	Sample_111_P2_B05_.GOScreen._C10.sst.rma.gene.full.vs.chp.Signal
802	GO_screen	A549	0	Sample_123_P2_C05_.GOScreen._E10.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Fulvestrant	0	0	0	0	Sample_123_P2_C05_.GOScreen._E10.sst.rma.gene.full.vs.chp.Signal
803	GO_screen	A549	0	Sample_135_P2_D05_.GOScreen._G10.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Fulvestrant	0	0	0	0	Sample_135_P2_D05_.GOScreen._G10.sst.rma.gene.full.vs.chp.Signal
804	GO_screen	A549	0	Sample_078_P1_G06_.GOScreen._M11.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Mocetinostat	0	0	0	0	Sample_078_P1_G06_.GOScreen._M11.sst.rma.gene.full.vs.chp.Signal
805	GO_screen	A549	0	Sample_089_P1_H06_.GOScreen._O11.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Mocetinostat	0	0	0	0	Sample_089_P1_H06_.GOScreen._O11.sst.rma.gene.full.vs.chp.Signal
806	GO_screen	A549	0	Sample_100_P2_A06_.GOScreen._A12.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Mocetinostat	0	0	0	0	Sample_100_P2_A06_.GOScreen._A12.sst.rma.gene.full.vs.chp.Signal
807	GO_screen	A549	0	Sample_112_P2_B06_.GOScreen._C12.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Mocetinostat	0	0	0	0	Sample_112_P2_B06_.GOScreen._C12.sst.rma.gene.full.vs.chp.Signal
808	GO_screen	A549	0	Sample_124_P2_C06_.GOScreen._E12.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Mocetinostat	0	0	0	0	Sample_124_P2_C06_.GOScreen._E12.sst.rma.gene.full.vs.chp.Signal
809	GO_screen	A549	0	Sample_136_P2_D06_.GOScreen._G12.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Mocetinostat	0	0	0	0	Sample_136_P2_D06_.GOScreen._G12.sst.rma.gene.full.vs.chp.Signal
810	GO_screen	A549	0	Sample_082_P1_G10_.GOScreen._M19.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Pimasertib	0	0	0	0	Sample_082_P1_G10_.GOScreen._M19.sst.rma.gene.full.vs.chp.Signal
811	GO_screen	A549	0	Sample_093_P1_H10_.GOScreen._O19.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Pimasertib	0	0	0	0	Sample_093_P1_H10_.GOScreen._O19.sst.rma.gene.full.vs.chp.Signal
812	GO_screen	A549	0	Sample_104_P2_A10_.GOScreen._A20.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Pimasertib	0	0	0	0	Sample_104_P2_A10_.GOScreen._A20.sst.rma.gene.full.vs.chp.Signal
813	GO_screen	A549	0	Sample_116_P2_B10_.GOScreen._C20.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Pimasertib	0	0	0	0	Sample_116_P2_B10_.GOScreen._C20.sst.rma.gene.full.vs.chp.Signal
814	GO_screen	A549	0	Sample_128_P2_C10_.GOScreen._E20.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Pimasertib	0	0	0	0	Sample_128_P2_C10_.GOScreen._E20.sst.rma.gene.full.vs.chp.Signal
815	GO_screen	A549	0	Sample_140_P2_D10_.GOScreen._G20.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Pimasertib	0	0	0	0	Sample_140_P2_D10_.GOScreen._G20.sst.rma.gene.full.vs.chp.Signal
816	GO_screen	A549	0	Sample_074_P1_G02_.GOScreen._M03.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Rapamycin	0	0	0	0	Sample_074_P1_G02_.GOScreen._M03.sst.rma.gene.full.vs.chp.Signal
817	GO_screen	A549	0	Sample_085_P1_H02_.GOScreen._O03.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Rapamycin	0	0	0	0	Sample_085_P1_H02_.GOScreen._O03.sst.rma.gene.full.vs.chp.Signal
818	GO_screen	A549	0	Sample_096_P2_A02_.GOScreen._A04.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Rapamycin	0	0	0	0	Sample_096_P2_A02_.GOScreen._A04.sst.rma.gene.full.vs.chp.Signal
819	GO_screen	A549	0	Sample_108_P2_B02_.GOScreen._C04.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Rapamycin	0	0	0	0	Sample_108_P2_B02_.GOScreen._C04.sst.rma.gene.full.vs.chp.Signal
820	GO_screen	A549	0	Sample_120_P2_C02_.GOScreen._E04.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Rapamycin	0	0	0	0	Sample_120_P2_C02_.GOScreen._E04.sst.rma.gene.full.vs.chp.Signal
821	GO_screen	A549	0	Sample_132_P2_D02_.GOScreen._G04.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Rapamycin	0	0	0	0	Sample_132_P2_D02_.GOScreen._G04.sst.rma.gene.full.vs.chp.Signal
822	GO_screen	A549	0	Sample_079_P1_G07_.GOScreen._M13.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Tanespimycin	0	0	0	0	Sample_079_P1_G07_.GOScreen._M13.sst.rma.gene.full.vs.chp.Signal
823	GO_screen	A549	0	Sample_090_P1_H07_.GOScreen._O13.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Tanespimycin	0	0	0	0	Sample_090_P1_H07_.GOScreen._O13.sst.rma.gene.full.vs.chp.Signal
824	GO_screen	A549	0	Sample_101_P2_A07_.GOScreen._A14.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Tanespimycin	0	0	0	0	Sample_101_P2_A07_.GOScreen._A14.sst.rma.gene.full.vs.chp.Signal
825	GO_screen	A549	0	Sample_113_P2_B07_.GOScreen._C14.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Tanespimycin	0	0	0	0	Sample_113_P2_B07_.GOScreen._C14.sst.rma.gene.full.vs.chp.Signal
826	GO_screen	A549	0	Sample_125_P2_C07_.GOScreen._E14.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Tanespimycin	0	0	0	0	Sample_125_P2_C07_.GOScreen._E14.sst.rma.gene.full.vs.chp.Signal
827	GO_screen	A549	0	Sample_137_P2_D07_.GOScreen._G14_2.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Tanespimycin	0	0	0	0	Sample_137_P2_D07_.GOScreen._G14_2.sst.rma.gene.full.vs.chp.Signal
828	GO_screen	Hela	0	Sample_151_P2_E09_.GOScreen._I18.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	AT-7519	0	0	0	0	Sample_151_P2_E09_.GOScreen._I18.sst.rma.gene.full.vs.chp.Signal
829	GO_screen	Hela	0	Sample_163_P2_F09_.GOScreen._K18.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	AT-7519	0	0	0	0	Sample_163_P2_F09_.GOScreen._K18.sst.rma.gene.full.vs.chp.Signal
830	GO_screen	Hela	0	Sample_175_P2_G09_.GOScreen._M18.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	AT-7519	0	0	0	0	Sample_175_P2_G09_.GOScreen._M18.sst.rma.gene.full.vs.chp.Signal
831	GO_screen	Hela	0	Sample_186_P2_H09_.GOScreen._O18.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	AT-7519	0	0	0	0	Sample_186_P2_H09_.GOScreen._O18.sst.rma.gene.full.vs.chp.Signal
832	GO_screen	Hela	0	Sample_197_P3_A09_.GOScreen._B17.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	AT-7519	0	0	0	0	Sample_197_P3_A09_.GOScreen._B17.sst.rma.gene.full.vs.chp.Signal
833	GO_screen	Hela	0	Sample_209_P3_B09_.GOScreen._D17.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	AT-7519	0	0	0	0	Sample_209_P3_B09_.GOScreen._D17.sst.rma.gene.full.vs.chp.Signal
834	GO_screen	Hela	0	Sample_150_P2_E08_.GOScreen._I16.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Delanzomib	0	0	0	0	Sample_150_P2_E08_.GOScreen._I16.sst.rma.gene.full.vs.chp.Signal
835	GO_screen	Hela	0	Sample_162_P2_F08_.GOScreen._K16.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Delanzomib	0	0	0	0	Sample_162_P2_F08_.GOScreen._K16.sst.rma.gene.full.vs.chp.Signal
836	GO_screen	Hela	0	Sample_174_P2_G08_.GOScreen._M16.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Delanzomib	0	0	0	0	Sample_174_P2_G08_.GOScreen._M16.sst.rma.gene.full.vs.chp.Signal
837	GO_screen	Hela	0	Sample_185_P2_H08_.GOScreen._O16.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Delanzomib	0	0	0	0	Sample_185_P2_H08_.GOScreen._O16.sst.rma.gene.full.vs.chp.Signal
838	GO_screen	Hela	0	Sample_196_P3_A08_.GOScreen._B15.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Delanzomib	0	0	0	0	Sample_196_P3_A08_.GOScreen._B15.sst.rma.gene.full.vs.chp.Signal
839	GO_screen	Hela	0	Sample_208_P3_B08_.GOScreen._D15.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Delanzomib	0	0	0	0	Sample_208_P3_B08_.GOScreen._D15.sst.rma.gene.full.vs.chp.Signal
840	GO_screen	Hela	0	Sample_147_P2_E05_.GOScreen._I10.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Fulvestrant	0	0	0	0	Sample_147_P2_E05_.GOScreen._I10.sst.rma.gene.full.vs.chp.Signal
841	GO_screen	Hela	0	Sample_159_P2_F05_.GOScreen._K10.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Fulvestrant	0	0	0	0	Sample_159_P2_F05_.GOScreen._K10.sst.rma.gene.full.vs.chp.Signal
842	GO_screen	Hela	0	Sample_171_P2_G05_.GOScreen._M10.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Fulvestrant	0	0	0	0	Sample_171_P2_G05_.GOScreen._M10.sst.rma.gene.full.vs.chp.Signal
843	GO_screen	Hela	0	Sample_182_P2_H05_.GOScreen._O10.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Fulvestrant	0	0	0	0	Sample_182_P2_H05_.GOScreen._O10.sst.rma.gene.full.vs.chp.Signal
844	GO_screen	Hela	0	Sample_193_P3_A05_.GOScreen._B09.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Fulvestrant	0	0	0	0	Sample_193_P3_A05_.GOScreen._B09.sst.rma.gene.full.vs.chp.Signal
845	GO_screen	Hela	0	Sample_205_P3_B05_.GOScreen._D09.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Fulvestrant	0	0	0	0	Sample_205_P3_B05_.GOScreen._D09.sst.rma.gene.full.vs.chp.Signal
846	GO_screen	Hela	0	Sample_148_P2_E06_.GOScreen._I12.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Mocetinostat	0	0	0	0	Sample_148_P2_E06_.GOScreen._I12.sst.rma.gene.full.vs.chp.Signal
847	GO_screen	Hela	0	Sample_160_P2_F06_.GOScreen._K12.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Mocetinostat	0	0	0	0	Sample_160_P2_F06_.GOScreen._K12.sst.rma.gene.full.vs.chp.Signal
848	GO_screen	Hela	0	Sample_172_P2_G06_.GOScreen._M12_2.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Mocetinostat	0	0	0	0	Sample_172_P2_G06_.GOScreen._M12_2.sst.rma.gene.full.vs.chp.Signal
849	GO_screen	Hela	0	Sample_183_P2_H06_.GOScreen._O12.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Mocetinostat	0	0	0	0	Sample_183_P2_H06_.GOScreen._O12.sst.rma.gene.full.vs.chp.Signal
850	GO_screen	Hela	0	Sample_194_P3_A06_.GOScreen._B11.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Mocetinostat	0	0	0	0	Sample_194_P3_A06_.GOScreen._B11.sst.rma.gene.full.vs.chp.Signal
851	GO_screen	Hela	0	Sample_206_P3_B06_.GOScreen._D11.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Mocetinostat	0	0	0	0	Sample_206_P3_B06_.GOScreen._D11.sst.rma.gene.full.vs.chp.Signal
852	GO_screen	Hela	0	Sample_152_P2_E10_.GOScreen._I20.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Pimasertib	0	0	0	0	Sample_152_P2_E10_.GOScreen._I20.sst.rma.gene.full.vs.chp.Signal
853	GO_screen	Hela	0	Sample_164_P2_F10_.GOScreen._K20.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Pimasertib	0	0	0	0	Sample_164_P2_F10_.GOScreen._K20.sst.rma.gene.full.vs.chp.Signal
854	GO_screen	Hela	0	Sample_176_P2_G10_.GOScreen._M20.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Pimasertib	0	0	0	0	Sample_176_P2_G10_.GOScreen._M20.sst.rma.gene.full.vs.chp.Signal
855	GO_screen	Hela	0	Sample_187_P2_H10_.GOScreen._O20.sst.rma.gene.full.vs.chp.Signal	0	0	0	0	Pimasertib	0	0	0	0	Sample_187_P2_H10_.GOScreen._O20.sst.rma.gene.full.vs.chp.Signal
